,Id,ActivityDay,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,StepTotal,Calories_calories,SedentaryMinutes_intensities,LightlyActiveMinutes_intensities,FairlyActiveMinutes_intensities,VeryActiveMinutes_intensities,SedentaryActiveDistance_intensities,LightActiveDistance_intensities,ModeratelyActiveDistance_intensities,VeryActiveDistance_intensities
0,1503960366,2016-04-12,13162,8.5,8.5,0.0,1.87999999523163,0.550000011920929,6.05999994277954,0.0,25,13,328,728,1985,13162,1985,728,328,13,25,0.0,6.05999994277954,0.550000011920929,1.87999999523163
1,1503960366,2016-04-13,10735,6.96999979019165,6.96999979019165,0.0,1.57000005245209,0.689999997615814,4.71000003814697,0.0,21,19,217,776,1797,10735,1797,776,217,19,21,0.0,4.71000003814697,0.689999997615814,1.57000005245209
2,1503960366,2016-04-14,10460,6.73999977111816,6.73999977111816,0.0,2.44000005722046,0.400000005960464,3.91000008583069,0.0,30,11,181,1218,1776,10460,1776,1218,181,11,30,0.0,3.91000008583069,0.400000005960464,2.44000005722046
3,1503960366,2016-04-15,9762,6.28000020980835,6.28000020980835,0.0,2.14000010490417,1.25999999046326,2.82999992370605,0.0,29,34,209,726,1745,9762,1745,726,209,34,29,0.0,2.82999992370605,1.25999999046326,2.14000010490417
4,1503960366,2016-04-16,12669,8.15999984741211,8.15999984741211,0.0,2.71000003814697,0.409999996423721,5.03999996185303,0.0,36,10,221,773,1863,12669,1863,773,221,10,36,0.0,5.03999996185303,0.409999996423721,2.71000003814697
5,1503960366,2016-04-17,9705,6.48000001907349,6.48000001907349,0.0,3.19000005722046,0.779999971389771,2.50999999046326,0.0,38,20,164,539,1728,9705,1728,539,164,20,38,0.0,2.50999999046326,0.779999971389771,3.19000005722046
6,1503960366,2016-04-18,13019,8.59000015258789,8.59000015258789,0.0,3.25,0.639999985694885,4.71000003814697,0.0,42,16,233,1149,1921,13019,1921,1149,233,16,42,0.0,4.71000003814697,0.639999985694885,3.25
7,1503960366,2016-04-19,15506,9.88000011444092,9.88000011444092,0.0,3.52999997138977,1.32000005245209,5.03000020980835,0.0,50,31,264,775,2035,15506,2035,775,264,31,50,0.0,5.03000020980835,1.32000005245209,3.52999997138977
8,1503960366,2016-04-20,10544,6.67999982833862,6.67999982833862,0.0,1.96000003814697,0.479999989271164,4.23999977111816,0.0,28,12,205,818,1786,10544,1786,818,205,12,28,0.0,4.23999977111816,0.479999989271164,1.96000003814697
9,1503960366,2016-04-21,9819,6.34000015258789,6.34000015258789,0.0,1.3400000333786,0.349999994039536,4.65000009536743,0.0,19,8,211,838,1775,9819,1775,838,211,8,19,0.0,4.65000009536743,0.349999994039536,1.3400000333786
10,1503960366,2016-04-22,12764,8.13000011444092,8.13000011444092,0.0,4.76000022888184,1.12000000476837,2.24000000953674,0.0,66,27,130,1217,1827,12764,1827,1217,130,27,66,0.0,2.24000000953674,1.12000000476837,4.76000022888184
11,1503960366,2016-04-23,14371,9.03999996185303,9.03999996185303,0.0,2.80999994277954,0.870000004768372,5.3600001335144,0.0,41,21,262,732,1949,14371,1949,732,262,21,41,0.0,5.3600001335144,0.870000004768372,2.80999994277954
12,1503960366,2016-04-24,10039,6.40999984741211,6.40999984741211,0.0,2.92000007629395,0.209999993443489,3.27999997138977,0.0,39,5,238,709,1788,10039,1788,709,238,5,39,0.0,3.27999997138977,0.209999993443489,2.92000007629395
13,1503960366,2016-04-25,15355,9.80000019073486,9.80000019073486,0.0,5.28999996185303,0.569999992847443,3.94000005722046,0.0,73,14,216,814,2013,15355,2013,814,216,14,73,0.0,3.94000005722046,0.569999992847443,5.28999996185303
14,1503960366,2016-04-26,13755,8.78999996185303,8.78999996185303,0.0,2.32999992370605,0.920000016689301,5.53999996185303,0.0,31,23,279,833,1970,13755,1970,833,279,23,31,0.0,5.53999996185303,0.920000016689301,2.32999992370605
15,1503960366,2016-04-27,18134,12.210000038147,12.210000038147,0.0,6.40000009536743,0.409999996423721,5.40999984741211,0.0,78,11,243,1108,2159,18134,2159,1108,243,11,78,0.0,5.40999984741211,0.409999996423721,6.40000009536743
16,1503960366,2016-04-28,13154,8.52999973297119,8.52999973297119,0.0,3.53999996185303,1.1599999666214,3.78999996185303,0.0,48,28,189,782,1898,13154,1898,782,189,28,48,0.0,3.78999996185303,1.1599999666214,3.53999996185303
17,1503960366,2016-04-29,11181,7.15000009536743,7.15000009536743,0.0,1.05999994277954,0.5,5.57999992370605,0.0,16,12,243,815,1837,11181,1837,815,243,12,16,0.0,5.57999992370605,0.5,1.05999994277954
18,1503960366,2016-04-30,14673,9.25,9.25,0.0,3.55999994277954,1.41999995708466,4.26999998092651,0.0,52,34,217,712,1947,14673,1947,712,217,34,52,0.0,4.26999998092651,1.41999995708466,3.55999994277954
19,1503960366,2016-05-01,10602,6.80999994277954,6.80999994277954,0.0,2.28999996185303,1.60000002384186,2.92000007629395,0.0,33,35,246,730,1820,10602,1820,730,246,35,33,0.0,2.92000007629395,1.60000002384186,2.28999996185303
20,1503960366,2016-05-02,14727,9.71000003814697,9.71000003814697,0.0,3.21000003814697,0.569999992847443,5.92000007629395,0.0,41,15,277,798,2004,14727,2004,798,277,15,41,0.0,5.92000007629395,0.569999992847443,3.21000003814697
21,1503960366,2016-05-03,15103,9.65999984741211,9.65999984741211,0.0,3.73000001907349,1.04999995231628,4.88000011444092,0.0,50,24,254,816,1990,15103,1990,816,254,24,50,0.0,4.88000011444092,1.04999995231628,3.73000001907349
22,1503960366,2016-05-04,11100,7.15000009536743,7.15000009536743,0.0,2.46000003814697,0.870000004768372,3.8199999332428,0.0,36,22,203,1179,1819,11100,1819,1179,203,22,36,0.0,3.8199999332428,0.870000004768372,2.46000003814697
23,1503960366,2016-05-05,14070,8.89999961853027,8.89999961853027,0.0,2.92000007629395,1.08000004291534,4.88000011444092,0.0,45,24,250,857,1959,14070,1959,857,250,24,45,0.0,4.88000011444092,1.08000004291534,2.92000007629395
24,1503960366,2016-05-06,12159,8.02999973297119,8.02999973297119,0.0,1.97000002861023,0.25,5.80999994277954,0.0,24,6,289,754,1896,12159,1896,754,289,6,24,0.0,5.80999994277954,0.25,1.97000002861023
25,1503960366,2016-05-07,11992,7.71000003814697,7.71000003814697,0.0,2.46000003814697,2.11999988555908,3.13000011444092,0.0,37,46,175,833,1821,11992,1821,833,175,46,37,0.0,3.13000011444092,2.11999988555908,2.46000003814697
